	gi|410491675|ref|YP_006906897.1|	gi|410491180|ref|YP_006906402.1|	gi|410491776|ref|YP_006906998.1|	gi|410490805|ref|YP_006906027.1|	gi|410491319|ref|YP_006906541.1|	gi|410491862|ref|YP_006907130.1|	gi|410491366|ref|YP_006906588.1|	gi|410491551|ref|YP_006906773.1|	gi|410507466|ref|YP_006907084.1|	gi|410491272|ref|YP_006906494.1|	gi|713322753|ref|YP_009102368.1|	gi|422934581|ref|YP_007004542.1|	gi|712914998|ref|YP_009102635.1|	gi|713322464|ref|YP_009098548.1|	gi|431811068|ref|YP_007238135.1|	gi|9634120|ref|NP_037662.1|	gi|9634165|ref|NP_037697.1|	gi|356870678|ref|YP_004934108.1|	gi|401817591|ref|YP_006590033.1|	gi|30387380|ref|NP_848209.1|	gi|155370097|ref|YP_512255.2|	gi|418487632|ref|YP_007001972.1|	gi|414088503|ref|YP_006988681.1|	gi|414089191|ref|YP_006989359.1|	gi|414088030|ref|YP_006988213.1|	gi|414089560|ref|YP_006989712.1|	gi|414088836|ref|YP_006989009.1|	gi|414089910|ref|YP_006990057.1|	gi|658607725|ref|YP_009044728.1|	gi|399528545|ref|YP_006560467.1|	gi|658607992|ref|YP_009044962.1|	gi|472437228|ref|YP_007676639.1|	gi|658607314|ref|YP_009044305.1|	gi|472438189|ref|YP_007677968.1|	gi|658607773|ref|YP_009044771.1|	gi|658607897|ref|YP_009044882.1|	gi|658607945|ref|YP_009044923.1|	gi|658607213|ref|YP_009044218.1|	gi|115315629|ref|YP_764315.1|	gi|9629654|ref|NP_044947.1|	gi|194097522|ref|YP_002003989.1|	gi|115315573|ref|YP_764260.1|	gi|115304211|ref|YP_762512.1|	gi|422934279|ref|YP_007004320.1|	gi|51236745|ref|YP_063714.1|	gi|24371584|ref|NP_720325.1|	gi|389060536|ref|YP_006383887.1|	gi|422934327|ref|YP_007004361.1|	gi|392972711|ref|YP_006488671.1|	gi|589892714|ref|YP_009009150.1|	gi|526003597|ref|YP_008239542.1|	gi|239507397|ref|YP_002939708.1|	gi|658310460|ref|YP_009042650.1|	gi|712916121|ref|YP_009103886.1|	gi|225626398|ref|YP_002727893.1|	gi|589287155|ref|YP_009008899.1|	gi|327198110|ref|YP_004306640.1|	gi|589893044|ref|YP_009004371.1|	gi|21716107|ref|NP_663670.1|	gi|658608066|ref|YP_009045030.1|	gi|526244907|ref|YP_008320235.1|	gi|589286628|ref|YP_009006566.1|	gi|589286244|ref|YP_009005233.1|	gi|56694901|ref|YP_164411.1|	gi|197261558|ref|YP_002154373.1|	gi|712912424|ref|YP_009099335.1|	gi|31544027|ref|NP_852752.1|	gi|327198524|ref|YP_004327111.1|	gi|571798129|ref|YP_008770508.1|	gi|568191533|ref|YP_008771319.1|	gi|56692920|ref|YP_164302.1|	gi|431809885|ref|YP_007236774.1|	gi|401723040|ref|YP_006589958.1|	gi|388570782|ref|YP_006383765.1|	gi|423262378|ref|YP_007010971.1|	gi|410490644|ref|YP_006905866.1|	gi|658311423|ref|YP_009044178.1|	gi|658608195|ref|YP_009045152.1|	gi|431810359|ref|YP_007237241.1|	gi|414090228|ref|YP_006990345.1|	gi|238801894|ref|YP_002925097.1|	gi|66391761|ref|YP_238485.1|	gi|273809772|ref|YP_003344847.1|	gi|118430761|ref|YP_873986.1|	gi|526178059|ref|YP_008241884.1|	gi|388570350|ref|YP_006382290.1|	gi|189427163|ref|YP_001949839.1|	gi|215401205|ref|YP_002332510.1|	gi|431809503|ref|YP_007236397.1|	gi|157311160|ref|YP_001469205.1|	gi|16798784|ref|NP_463462.1|	gi|658607661|ref|YP_009044672.1|	gi|90592609|ref|YP_529869.1|	gi|23455798|ref|NP_695171.1|	gi|589286245|ref|YP_009005234.1|	gi|62909765|ref|YP_227604.1|	gi|560185958|ref|YP_008853724.1|	gi|593779760|ref|YP_009017588.1|	gi|23505446|ref|NP_700374.1|	gi|418489384|ref|YP_007003201.1|	gi|77999989|ref|YP_358759.1|	gi|48697259|ref|YP_025026.1|	gi|219563198|ref|YP_002455790.1|	gi|281416386|ref|YP_003347410.1|	gi|9632896|ref|NP_049925.1|	gi|418489801|ref|YP_007003553.1|	gi|30089891|ref|NP_839921.1|	gi|589893763|ref|YP_009010472.1|	gi|281416464|ref|YP_003347384.1|	gi|589286873|ref|YP_009007068.1|	gi|418487841|ref|YP_007002072.1|	gi|418487691|ref|YP_007002014.1|	gi|62362370|ref|YP_224235.1|	gi|389060403|ref|YP_006383610.1|	gi|422935503|ref|YP_007005399.1|	gi|81343947|ref|YP_398963.1|	gi|45686308|ref|YP_003891.1|	gi|330858470|ref|YP_004414845.1|	gi|712912864|ref|YP_009099719.1|	gi|399529107|ref|YP_006561152.1|	gi|422936742|ref|YP_007007009.1|	gi|526176468|ref|YP_008240294.1|	gi|414090193|ref|YP_006990310.1|	gi|41179311|ref|NP_958529.1|	gi|410491821|ref|YP_006907043.1|	gi|388604638|ref|YP_006382530.1|	gi|589287064|ref|YP_009007857.1|	gi|448260094|ref|YP_007237471.1|	gi|568191883|ref|YP_008771667.1|	gi|609216899|ref|YP_008770876.1|	gi|460042513|ref|YP_007517943.1|	gi|113200616|ref|YP_717779.1|	gi|557307673|ref|YP_008767000.1|	gi|557307849|ref|YP_008767172.1|	gi|392972774|ref|YP_006488733.1|	gi|643319056|ref|YP_009036372.1|	gi|41179239|ref|NP_958578.1|	gi|422935567|ref|YP_007005468.1|	gi|410491651|ref|YP_006906873.1|	gi|418487072|ref|YP_007001466.1|	gi|116222004|ref|YP_794059.1|	gi|589890684|ref|YP_009006539.1|	gi|167600488|ref|YP_001671987.1|	gi|557307465|ref|YP_008766810.1|	gi|563399074|ref|YP_008858919.1|	gi|563399591|ref|YP_008859431.1|	gi|356870601|ref|YP_004934031.1|	gi|526177162|ref|YP_008241011.1|	gi|526177519|ref|YP_008241351.1|	gi|526177094|ref|YP_008240947.1|	gi|589893826|ref|YP_009010711.1|	gi|526177931|ref|YP_008241758.1|	gi|13559865|ref|NP_112075.1|	gi|53793590|ref|YP_112490.1|	gi|658310639|ref|YP_009042880.1|	gi|658607525|ref|YP_009044543.1|	gi|9632419|ref|NP_049391.1|	gi|526178334|ref|YP_008242156.1|	gi|89152480|ref|YP_512311.1|	gi|85701380|ref|YP_459965.1|	gi|418489112|ref|YP_007002966.1|	gi|20065964|ref|NP_612830.1|	gi|215401145|ref|YP_002332400.1|	gi|509139913|ref|YP_008058799.1|	gi|156603993|ref|YP_001429939.1|	gi|12719429|ref|NP_075500.1|	gi|148727154|ref|YP_001285648.1|	gi|109289941|ref|YP_655473.1|	gi|525972259|ref|YP_008239783.1|	gi|589891998|ref|YP_009008365.1|	gi|431809797|ref|YP_007236687.1|	gi|460042902|ref|YP_007518356.1|	gi|281416253|ref|YP_003347602.1|	gi|658607811|ref|YP_009044802.1|	gi|126011093|ref|YP_001039918.1|	gi|90592638|ref|YP_529552.1|	gi|589892181|ref|YP_009008546.1|	gi|167832346|ref|YP_001686737.1|	gi|213163901|ref|YP_002321453.1|	gi|658307382|ref|YP_009043080.1|	gi|281416361|ref|YP_003347495.1|	gi|281416254|ref|YP_003347603.1|	gi|326536848|ref|YP_004306102.1|	gi|17488504|ref|NP_510982.1|	gi|422935795|ref|YP_007005694.1|	gi|712915294|ref|YP_009102786.1|	gi|389060323|ref|YP_006383454.1|	gi|333798108|ref|YP_004508379.1|	gi|134287336|ref|YP_001110719.1|	gi|209901238|ref|YP_002290877.1|	gi|414090366|ref|YP_006990479.1|
gi|589893044|ref|YP_009004371.1|	5.88	5.88	8.82	8.82	5.88	8.82	5.88	8.82	5.88	5.88	6.35	7.81	7.81	7.81	 17.53	 16.49	 16.49	 16.49	8.16	 10.89	 10.00	 10.00	8.33	8.11	9.46	9.46	9.46	9.46	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 14.08	 14.08	 14.08	 14.08	 20.69	 20.69	 20.69	 20.69	 20.69	 21.43	 21.43	 21.43	 21.43	 22.00	 22.00	 21.62	 32.00	 32.00	 54.90	 67.52	 67.52	 68.79	 94.27	100.00	 14.04	8.77	8.77	7.14	7.14	 14.61	 10.42	 13.83	5.48	9.52	9.64	9.64	 15.24	9.28	 10.89	 10.91	 10.91	 14.29	 14.29	 14.29	 12.07	 20.34	 22.03	 22.03	 22.03	 14.06	 14.06	 14.06	 10.45	8.96	 11.43	 16.36	8.33	 11.11	 15.38	 13.85	 15.38	 19.35	 29.70	 25.26	 20.20	 27.27	 23.76	 23.76	 32.00	 21.74	 22.11	 23.16	 24.21	4.88	2.04	8.82	 17.14	 17.14	 15.62	4.00	0.00	4.35	4.00	4.00	 10.29	8.57	 13.24	7.35	7.35	 17.95	 14.63	 18.92	 13.51	 15.69	 15.56	 15.56	 13.43	2.78	0.00	0.00	6.90	6.90	7.14	4.17	8.06	8.06	8.06	8.33	9.30	9.30	 11.36	6.98	2.78	5.26	5.26	5.26	 16.36	 11.11	6.98	 12.24	 12.00	 12.00	 10.67	 13.46	 28.89	 28.89	 15.22	 14.00	 20.93	 20.93	 20.93	 20.93	 13.33	9.84	9.84	4.44	0.00	 15.56	 11.11	 15.00	 13.64	4.17	0.00	9.26	5.08	3.85	 10.71	 14.29	 15.25	 20.97	 11.48	 20.00	8.05	 10.13	7.79	6.02	6.02
gi|21716107|ref|NP_663670.1|	10.00	 10.00	 10.00	 10.00	 10.00	 10.00	 10.00	 10.00	 10.00	 10.00	9.68	8.33	8.33	8.33	7.84	7.84	7.84	7.84	 13.00	 17.48	 18.45	 18.45	 14.29	 13.98	 13.98	 13.98	 13.98	 13.98	 10.20	 10.20	 10.20	 10.20	 10.20	 10.20	4.35	6.52	4.35	4.35	5.56	5.56	5.56	5.56	5.56	8.00	6.00	8.00	8.00	9.68	9.68	 11.54	8.93	8.93	8.77	 10.53	 10.53	 10.53	 12.28	 14.04	100.00	 29.92	 30.71	8.57	8.57	 13.08	 13.74	 12.21	 15.13	7.83	 16.67	 16.67	 13.93	 18.85	 12.30	 20.00	 21.85	 14.66	 14.66	 14.66	 18.80	 23.01	 19.80	 20.79	 19.80	 22.86	 22.86	 22.86	 17.36	 16.67	 17.74	 19.81	 16.81	 15.97	 16.52	 24.35	2.70	9.09	 16.67	8.51	7.84	9.43	 10.00	 10.00	9.80	3.85	5.26	7.89	7.89	9.09	6.06	3.23	0.00	0.00	 14.29	 18.75	 13.33	 13.33	 13.33	 13.33	7.32	7.32	2.44	7.32	7.32	 12.00	 12.90	 11.11	 11.11	 15.38	 15.79	 15.79	 17.65	 17.65	0.00	0.00	4.00	4.00	 11.11	7.14	 15.91	 15.91	 15.91	9.09	4.35	4.35	0.00	7.14	2.33	3.23	3.23	3.23	3.23	0.00	7.69	3.45	7.69	7.69	5.13	4.55	4.76	4.76	4.76	4.76	5.00	5.00	5.00	5.00	5.13	8.70	8.70	5.71	 14.29	9.52	 12.50	0.00	0.00	7.41	0.00	5.41	5.26	 13.16	5.56	3.12	 10.17	 11.54	8.89	0.00	9.52	 11.76	4.35	6.06	6.06
gi|658608066|ref|YP_009045030.1|	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	2.56	2.27	2.27	2.27	 17.86	 17.86	 17.86	 17.86	 20.95	 17.59	 18.52	 18.52	8.65	 20.00	 15.24	 15.24	 15.24	 15.24	8.16	8.16	8.16	8.16	8.16	8.16	 10.87	8.70	 10.87	 10.87	 25.58	 25.58	 25.58	 25.58	 25.58	 10.87	8.70	 10.87	 10.87	9.68	9.68	0.00	 12.96	 12.96	8.77	 12.28	 12.28	 12.28	 10.53	8.77	 29.92	100.00	 86.42	 14.17	 14.17	 18.92	 19.87	 21.71	 18.05	 21.49	 18.94	 18.94	 21.58	 22.06	 24.26	 21.14	 23.58	 11.48	 11.48	 11.48	 20.35	 17.19	 13.04	 14.88	 14.88	 21.43	 21.43	 21.43	 18.03	 18.03	 13.18	 18.97	 17.69	 19.23	 18.94	 19.85	 12.82	2.56	 13.73	2.38	2.08	2.00	 10.64	 10.64	4.26	 15.79	9.09	9.09	9.09	 12.50	 12.50	6.90	0.00	0.00	4.76	 15.79	 16.67	 11.11	 16.67	 16.67	 10.53	 13.16	5.41	5.41	5.41	 14.81	3.85	3.85	3.85	2.86	2.86	2.86	6.25	5.88	9.09	9.09	7.69	7.69	 10.71	7.69	 10.53	 10.53	 10.53	 11.11	 11.11	 11.11	 42.86	 14.29	 11.32	 17.07	 17.07	 17.07	 10.53	 14.29	 11.11	6.90	5.56	5.56	8.70	0.00	0.00	0.00	 11.76	6.25	0.00	0.00	0.00	0.00	3.12	2.56	2.56	3.33	7.14	6.45	6.25	0.00	0.00	7.41	0.00	9.52	8.82	 12.50	 10.67	8.57	 13.79	7.55	 10.71	0.00	9.89	8.33	8.22	 10.00	 10.00
gi|526244907|ref|YP_008320235.1|	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	5.41	4.76	4.76	4.76	 20.37	 20.37	 20.37	 20.37	 20.00	 16.67	 17.59	 17.59	8.82	 17.48	 14.56	 14.56	 14.56	 14.56	6.12	6.12	6.12	6.12	6.12	6.12	 10.87	8.70	 10.87	 10.87	 25.58	 25.58	 25.58	 25.58	 25.58	 10.87	8.70	 10.87	 10.87	9.68	9.68	0.00	 12.96	 12.96	8.77	 14.04	 14.04	 14.04	 10.53	8.77	 30.71	 86.42	100.00	 14.17	 14.17	 19.05	 20.51	 19.61	 15.15	 21.67	 16.15	 16.15	 17.86	 20.74	 22.22	 20.00	 22.40	 13.93	 13.93	 13.93	 22.12	 14.84	 12.82	 12.30	 12.30	 22.12	 22.12	 22.12	 16.39	 16.39	 13.95	 16.95	 17.42	 18.94	 17.16	 17.29	 12.82	2.50	 13.46	2.33	2.04	1.96	 10.42	 10.42	4.17	 10.00	5.88	 11.76	8.82	 12.12	 12.12	 10.00	0.00	0.00	9.09	 15.79	 16.67	 11.11	 16.67	 16.67	7.69	 12.82	5.41	5.41	5.41	 14.81	3.85	3.85	3.85	2.86	2.86	2.86	6.25	5.56	9.09	9.09	7.41	7.41	 10.34	7.41	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 42.86	 14.29	 11.54	 17.50	 17.50	 17.50	 10.81	 12.12	 11.11	6.90	5.56	5.56	 11.11	0.00	0.00	0.00	 11.76	6.25	0.00	0.00	0.00	0.00	3.03	2.50	2.50	3.23	7.14	6.45	6.25	0.00	0.00	7.41	0.00	9.52	8.82	 14.58	 10.81	8.82	 13.79	7.55	 12.73	0.00	 12.22	7.04	9.72	 10.14	 10.14
gi|589286628|ref|YP_009006566.1|	9.09	9.09	7.27	9.09	7.27	7.27	9.09	9.09	9.09	9.09	 17.02	 15.62	 15.62	 15.62	 12.07	 13.79	 13.79	 13.79	 23.13	 13.91	 15.48	 16.67	8.70	 15.22	 15.22	 15.22	 15.22	 15.22	 18.33	 18.33	 18.33	 18.33	 18.33	 18.33	 19.30	 19.30	 19.30	 19.30	 14.58	 14.58	 13.54	 14.58	 15.62	8.97	 12.82	 12.82	 12.82	 13.68	 13.68	 23.81	7.14	7.14	9.41	 11.90	 11.90	 11.90	7.14	7.14	8.57	 14.17	 14.17	100.00	100.00	 34.75	 27.69	 29.27	 15.33	 19.35	 20.13	 20.13	 20.83	 19.35	 22.40	 19.49	 19.83	 15.04	 15.04	 15.04	 15.57	 18.18	 14.05	 12.30	 13.11	 15.22	 15.22	 15.22	 19.25	 19.86	 17.69	 16.22	 17.14	 16.43	 24.64	 19.85	7.96	9.30	 10.53	9.78	6.19	7.61	7.22	7.22	6.19	 12.96	8.54	9.64	 10.84	 13.64	8.99	 13.75	 15.15	 15.15	 17.14	 10.45	 10.94	 15.87	 10.94	 10.94	7.14	8.33	6.49	6.49	6.49	 16.07	4.76	6.78	6.78	5.83	5.26	5.26	8.70	8.93	 13.24	 11.94	 13.64	 13.85	 12.79	6.00	 13.10	 13.10	 13.10	8.00	0.00	0.00	8.16	 10.42	 21.43	9.28	 10.31	 10.31	 12.62	 10.64	7.32	7.95	6.45	6.45	8.00	8.43	 10.13	 10.13	8.75	 11.11	7.69	7.69	8.70	8.70	 12.63	 13.83	 13.83	8.86	7.55	 11.71	 14.89	 12.24	 12.73	9.46	 14.93	 12.50	 10.77	 10.71	 15.71	 10.71	 24.24	 14.29	 17.53	7.41	 13.04	 15.65	 22.32	 21.74	 21.74
gi|589286244|ref|YP_009005233.1|	9.09	9.09	7.27	9.09	7.27	7.27	9.09	9.09	9.09	9.09	 17.02	 15.62	 15.62	 15.62	 12.07	 13.79	 13.79	 13.79	 23.13	 13.91	 15.48	 16.67	8.70	 15.22	 15.22	 15.22	 15.22	 15.22	 18.33	 18.33	 18.33	 18.33	 18.33	 18.33	 19.30	 19.30	 19.30	 19.30	 14.58	 14.58	 13.54	 14.58	 15.62	8.97	 12.82	 12.82	 12.82	 13.68	 13.68	 23.81	7.14	7.14	9.41	 11.90	 11.90	 11.90	7.14	7.14	8.57	 14.17	 14.17	100.00	100.00	 34.75	 27.69	 29.27	 15.33	 19.35	 20.13	 20.13	 20.83	 19.35	 22.40	 19.49	 19.83	 15.04	 15.04	 15.04	 15.57	 18.18	 14.05	 12.30	 13.11	 15.22	 15.22	 15.22	 19.25	 19.86	 17.69	 16.22	 17.14	 16.43	 24.64	 19.85	7.96	9.30	 10.53	9.78	6.19	7.61	7.22	7.22	6.19	 12.96	8.54	9.64	 10.84	 13.64	8.99	 13.75	 15.15	 15.15	 17.14	 10.45	 10.94	 15.87	 10.94	 10.94	7.14	8.33	6.49	6.49	6.49	 16.07	4.76	6.78	6.78	5.83	5.26	5.26	8.70	8.93	 13.24	 11.94	 13.64	 13.85	 12.79	6.00	 13.10	 13.10	 13.10	8.00	0.00	0.00	8.16	 10.42	 21.43	9.28	 10.31	 10.31	 12.62	 10.64	7.32	7.95	6.45	6.45	8.00	8.43	 10.13	 10.13	8.75	 11.11	7.69	7.69	8.70	8.70	 12.63	 13.83	 13.83	8.86	7.55	 11.71	 14.89	 12.24	 12.73	9.46	 14.93	 12.50	 10.77	 10.71	 15.71	 10.71	 24.24	 14.29	 17.53	7.41	 13.04	 15.65	 22.32	 21.74	 21.74
gi|56694901|ref|YP_164411.1|	13.33	 13.33	 15.00	 13.33	 15.00	 15.00	 13.33	 13.33	 13.33	 13.33	 10.20	 12.12	 12.12	 12.12	 13.89	 15.28	 15.28	 15.28	 27.74	 20.65	 21.97	 22.73	 13.04	 12.07	 12.93	 12.93	 12.93	 12.93	 12.12	 12.12	 12.12	 12.12	 12.12	 12.12	 17.46	 14.29	 14.29	 14.29	 11.34	 11.34	 11.34	 11.34	 11.34	 20.88	 21.98	 23.08	 23.08	 13.00	 13.00	 15.38	 13.48	 13.48	 13.33	 13.48	 13.48	 13.48	 13.48	 14.61	 13.08	 18.92	 19.05	 34.75	 34.75	100.00	 37.96	 38.66	 20.71	 22.38	 26.09	 26.09	 23.08	 21.53	 21.84	 17.69	 15.62	 13.25	 13.25	 13.25	 16.18	 25.85	 17.78	 18.84	 18.12	 18.25	 18.25	 18.25	 22.47	 20.38	 18.92	 26.97	 20.67	 20.67	 26.35	 24.49	6.14	 10.47	 10.64	6.74	8.42	7.87	 10.75	 10.75	 10.64	 15.38	 11.25	 16.25	 15.00	 14.94	 11.11	 14.63	 10.96	 10.96	 10.67	 14.71	9.23	 15.62	 13.85	 13.85	9.30	9.30	 10.71	9.52	9.52	7.14	4.48	6.35	6.35	 11.11	 13.00	 13.00	 13.73	 12.96	 13.64	 13.85	8.33	 10.17	 11.49	 12.50	 13.19	 13.19	 13.19	9.09	5.26	5.26	9.62	7.84	 22.05	 10.48	 10.48	 10.48	 11.82	 16.67	9.09	 11.96	4.76	4.76	 11.50	8.51	6.90	6.90	 10.23	 11.96	 15.87	 15.87	 17.54	 17.54	 10.10	 11.34	 11.34	6.10	5.77	9.91	 16.39	 10.20	 16.36	9.59	 12.66	6.80	9.85	7.41	 17.81	 17.74	 12.39	8.82	 15.93	 10.91	 16.89	 16.03	 13.85	 14.06	 14.06
gi|197261558|ref|YP_002154373.1|	7.69	7.69	7.69	7.69	7.69	7.69	6.15	7.69	7.69	7.69	 10.77	 13.25	 13.25	 13.25	 20.51	 21.79	 21.79	 21.79	 24.16	 22.16	 21.51	 23.49	 10.16	 14.73	 14.73	 13.95	 13.95	 13.95	 15.71	 15.71	 15.71	 15.71	 15.71	 15.71	 22.39	 19.40	 20.90	 20.90	 18.87	 18.87	 17.92	 18.87	 18.87	 11.65	 11.65	 11.65	 11.65	 13.08	 14.02	 13.33	 17.02	 17.02	 13.40	 14.58	 14.58	 14.58	 10.42	 10.42	 13.74	 19.87	 20.51	 27.69	 27.69	 37.96	100.00	 78.41	 16.67	 25.50	 26.84	 26.84	 20.18	 19.00	 21.56	 13.74	 15.50	 15.03	 15.13	 15.13	 27.21	 23.84	 19.42	 18.06	 18.06	 25.18	 25.18	 25.18	 24.04	 22.78	 18.92	 23.75	 18.95	 20.26	 25.17	 22.00	 11.36	 12.09	9.09	 11.70	8.00	8.51	 13.27	 13.27	 15.15	 14.81	 14.29	 15.29	 16.47	 16.30	 13.40	9.20	 11.84	 11.84	7.50	 11.54	8.00	9.46	9.33	9.33	7.00	9.90	9.28	9.38	9.38	 11.11	4.00	7.04	1.41	7.69	8.26	8.26	 10.53	 12.70	9.59	 11.11	3.85	5.19	9.90	 18.97	 12.24	 12.24	 12.24	 15.15	4.48	4.48	9.84	 15.00	 25.00	7.76	7.76	8.62	 14.29	 11.32	 14.13	 11.58	3.85	3.85	 11.20	8.65	8.00	8.00	 10.89	 17.48	 10.00	 10.00	9.38	9.38	 10.68	7.77	7.77	9.20	5.17	 13.68	7.46	 18.18	 14.75	6.17	 12.50	 13.16	 11.51	6.82	 24.18	 11.76	8.70	9.46	 17.21	 10.71	 13.38	 22.14	 13.77	 16.18	 16.18
gi|712912424|ref|YP_009099335.1|	9.84	8.20	9.84	9.84	9.84	9.84	8.20	9.84	9.84	9.84	 10.17	 11.69	 11.69	 11.69	 15.38	 16.67	 16.67	 16.67	 26.57	 23.46	 22.65	 24.84	 12.10	 16.00	 16.00	 16.00	 16.00	 16.00	 11.11	 11.11	 11.11	 11.11	 11.11	 11.11	 18.84	 15.94	 17.39	 17.39	 17.48	 17.48	 16.50	 17.48	 17.48	 10.68	 11.65	 11.65	 11.65	 12.38	 13.33	 12.90	 19.57	 19.57	 14.74	 14.89	 14.89	 14.89	 13.83	 13.83	 12.21	 21.71	 19.61	 29.27	 29.27	 38.66	 78.41	100.00	 15.70	 27.66	 27.93	 27.93	 21.70	 20.95	 22.71	 14.50	 16.28	 16.46	 16.56	 16.56	 26.47	 23.38	 19.72	 19.44	 19.44	 24.48	 24.48	 24.48	 24.18	 22.93	 16.89	 22.56	 17.72	 18.99	 24.36	 19.48	 10.77	 10.75	 10.10	9.47	7.92	9.38	 12.00	 12.00	 11.88	 15.52	 13.95	 14.94	 14.94	 15.79	 11.46	 10.34	 11.84	 11.84	 10.00	 14.29	6.76	8.22	8.11	8.11	5.00	7.92	8.51	7.53	7.53	 13.56	2.82	4.48	1.49	4.46	5.77	5.77	9.80	6.56	 10.96	 12.50	9.33	 10.81	8.16	 15.79	 11.58	 11.58	 11.58	 13.33	8.20	8.20	9.09	 11.11	 21.74	 10.53	 10.53	 11.40	 14.41	 12.50	9.78	 10.53	3.85	3.85	9.45	8.74	7.92	7.92	 10.78	 17.48	 12.86	 12.86	 12.50	 12.50	 11.76	 11.43	 11.43	9.30	5.17	 14.53	7.46	 18.18	 16.39	4.94	 12.50	 11.40	 10.79	9.68	 22.93	 15.49	9.57	9.46	 18.33	7.14	 15.00	 22.54	 10.71	 12.23	 12.23
gi|31544027|ref|NP_852752.1|	23.33	 23.33	 23.33	 23.33	 23.33	 23.33	 23.33	 23.33	 23.33	 23.33	9.43	9.09	9.09	9.09	9.38	7.81	7.81	7.81	 40.80	 25.78	 25.78	 25.78	 21.90	 24.53	 21.70	 21.70	 21.70	 21.70	5.08	5.08	5.08	5.08	5.08	5.08	 10.71	7.14	8.93	8.93	 24.07	 24.07	 20.37	 24.07	 22.22	 13.95	 13.95	 13.95	 13.95	 11.54	 11.54	 16.00	8.33	8.33	 13.70	9.59	9.59	9.59	5.48	5.48	 15.13	 18.05	 15.15	 15.33	 15.33	 20.71	 16.67	 15.70	100.00	 38.16	 36.25	 36.25	 31.07	 34.66	 34.86	 18.60	 16.54	 23.45	 23.61	 23.61	 25.00	 18.12	 20.80	 19.69	 19.69	 21.71	 21.71	 21.71	 28.28	 31.34	 15.00	 36.62	 26.71	 21.92	 21.53	 24.65	5.17	 11.48	8.22	 10.77	 15.49	5.48	 10.00	 10.00	8.57	 12.20	 12.28	 12.28	7.02	 11.11	 10.87	9.30	 12.12	 12.12	 14.29	 15.79	5.56	 11.76	 11.11	 11.11	 14.55	 16.36	 13.73	 17.65	 17.65	5.26	4.76	 10.53	5.26	3.51	3.70	3.70	 18.18	 15.00	 12.50	 12.50	 11.90	 11.90	 13.33	 12.20	 16.07	 16.07	 16.07	5.26	 10.00	 10.00	6.45	 10.00	9.84	 17.39	 17.39	 17.39	2.08	7.69	3.03	0.00	 20.00	 20.00	7.55	 12.12	 10.00	 10.00	 12.50	 10.00	5.00	5.00	5.41	8.11	8.33	 12.73	 12.73	2.38	8.00	 10.00	 10.00	0.00	 16.00	9.09	 11.76	 11.29	9.57	 15.22	8.42	6.00	 12.50	6.12	 12.50	0.00	6.86	 10.00	6.25	7.41	7.41
gi|327198524|ref|YP_004327111.1|	 15.38	 19.23	 15.38	 15.38	 15.38	 15.38	 15.38	 15.38	 15.38	 15.38	6.67	6.38	6.38	6.38	9.43	7.55	7.55	7.55	 50.00	 36.61	 35.71	 35.71	 20.21	 21.05	 15.79	 15.79	 15.79	 15.79	7.41	7.41	7.41	7.41	7.41	7.41	 13.73	9.80	 11.76	 11.76	 24.39	 24.39	 24.39	 24.39	 24.39	 16.28	 16.28	 16.28	 16.28	8.82	8.82	4.55	 12.90	 12.90	 15.87	 12.70	 12.70	 12.70	9.52	9.52	7.83	 21.49	 21.67	 19.35	 19.35	 22.38	 25.50	 27.66	 38.16	100.00	 33.33	 33.33	 36.00	 33.10	 35.42	 20.66	 21.85	 20.31	 19.53	 20.31	 23.58	 21.26	 16.52	 18.97	 18.97	 24.17	 24.17	 24.17	 25.78	 25.40	 15.50	 30.83	 25.76	 25.76	 23.08	 21.09	5.41	5.88	8.20	9.43	6.78	9.84	8.62	8.62	8.62	 12.12	 11.11	 11.11	 15.56	 16.22	 13.16	 11.43	 12.90	 12.90	6.06	 16.67	 18.18	9.09	 18.18	 18.18	6.12	 10.20	8.89	 11.11	 11.11	 14.81	2.78	3.12	0.00	4.26	4.55	4.55	8.33	3.45	5.88	5.88	8.57	8.57	5.41	9.09	8.33	8.33	8.33	 12.50	6.06	6.06	 16.00	 16.67	 11.90	 14.71	 14.71	 14.71	 14.71	 13.79	0.00	0.00	0.00	0.00	 10.26	 12.50	4.17	4.17	4.17	0.00	 12.50	 12.50	 12.50	 12.50	6.98	8.00	8.00	7.69	7.14	 10.94	0.00	0.00	 22.22	7.14	9.52	 13.95	9.88	 12.50	 11.63	8.70	 15.69	 11.36	8.33	 14.29	 12.09	 12.68	9.72	8.57	8.57
