qgi	qlen	sgi	sacc	slen	pident	nident	bitscore	evalue	staxids	superkingdom	phylum	class	order	family	genus	species	queryDesc	hostTaxid	hostInfo	condensedHostInfo	hostSpecies	virusTaxid	virusInfo	hitProtDesc	hitOrgDesc	numberOfProteins	numberOfHomologousProteins	fractionOfHomologousProteins
gi|109290213|ref|YP_656462.1|	354	1301686552	WP_100883914	379	44.93	164	308.0	3.999999999999999e-98	1219	Bacteria	Cyanobacteria		Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus	hypothetical protein PHG25p228nc	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	233894	Aeromonas phage 25	UDP-galactopyranose mutase	Prochlorococcus marinus	242	114	0.4710743801652893
gi|66391812|ref|YP_238737.1|	387	1054992532	WP_066745160	435	54.57	209	427.0	1.9999999999999992e-143	1849171	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales			Sphingomonadales bacterium EhC05	hypothetical protein PHG31p8	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	321023	Aeromonas phage 31	serine hydroxymethyltransferase	Sphingomonadales bacterium EhC05	247	117	0.4736842105263158
gi|66391875|ref|YP_238800.1|	484	1173501468	WP_081267491	481	48.01	205	365.0	2.9999999999999992e-117	34073	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus	hypothetical protein PHG31p71	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	321023	Aeromonas phage 31	nicotinate phosphoribosyltransferase	Variovorax paradoxus	247	117	0.4736842105263158
gi|66391886|ref|YP_238811.1|	352	1244525571	WP_096065998	353	35.69	126	180.0	2e-49	1975705	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp. FDAARGOS_221	hypothetical protein PHG31p82	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	321023	Aeromonas phage 31	NUDIX domain-containing protein	Psychrobacter sp. FDAARGOS_221	247	117	0.4736842105263158
gi|66391887|ref|YP_238812.1|	81	1046301059	WP_065641927	82	53.16	42	86.3	1e-19	1196095	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Gilliamella apicola	hypothetical protein PHG31p83	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	321023	Aeromonas phage 31	NINE protein	Gilliamella apicola	247	117	0.4736842105263158
gi|66391895|ref|YP_238820.1|	396	764972065	WP_044540267	385	39.9	160	276.0	4e-85	1619232	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. LTSP885	hypothetical protein PHG31p91	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	321023	Aeromonas phage 31	glutathionylspermidine synthase family protein	Bradyrhizobium sp. LTSP885	247	117	0.4736842105263158
gi|66391898|ref|YP_238823.1|	202	947846644	WP_056507467	208	31.82	63	73.6	1e-12	1735687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Leaf22	hypothetical protein PHG31p94	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	321023	Aeromonas phage 31	DUF1190 domain-containing protein	Sphingomonas sp. Leaf22	247	117	0.4736842105263158
gi|66391903|ref|YP_238828.1|	157	518466869	WP_019637076	166	31.36	53	70.5	4e-12	379896	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus fonticola	hypothetical protein PHG31p99	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	321023	Aeromonas phage 31	CYTH domain-containing protein	Paenibacillus fonticola	247	117	0.4736842105263158
gi|66391906|ref|YP_238831.1|	162	670501817	WP_031449734	151	40.52	62	116.0	2.0000000000000002e-29	1232437	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula	Desulfobacula sp. TS	tk.4 hypothetical protein	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	321023	Aeromonas phage 31	phosphatase	Desulfobacula sp. TS	247	117	0.4736842105263158
gi|66391932|ref|YP_238857.1|	84	516409769	WP_017799167	87	43.48	30	71.6	6e-14	92490	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia toletana	hypothetical protein PHG31p128	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	321023	Aeromonas phage 31	DksA/TraR family C4-type zinc finger protein	Erwinia toletana	247	117	0.4736842105263158
gi|66391989|ref|YP_238914.1|	639	1296597502	WP_100771465	687	28.21	198	231.0	1e-62	1396	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	hypothetical protein PHG31p185	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	321023	Aeromonas phage 31	ADP-ribosyltransferase	Bacillus cereus	247	117	0.4736842105263158
gi|66392010|ref|YP_238935.1|	366	1188441929	WP_085561588	355	37.5	135	217.0	5e-63	28450	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	hypothetical protein PHG31p206	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	321023	Aeromonas phage 31	RNA ligase (ATP)	Burkholderia pseudomallei	247	117	0.4736842105263158
gi|37651489|ref|NP_932363.1|	389	651266885	WP_026400101	409	54.95	211	416.0	2.999999999999999e-139	264634	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma equifetale	hypothetical protein ST44RRORF008c	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	115987	Aeromonas phage 44RR2.8t	serine hydroxymethyltransferase	Acholeplasma equifetale	252	117	0.4642857142857143
gi|37651564|ref|NP_932438.1|	352	1244525571	WP_096065998	353	35.69	126	180.0	3e-49	1975705	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp. FDAARGOS_221	hypothetical protein ST44RRORF083c	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	115987	Aeromonas phage 44RR2.8t	NUDIX domain-containing protein	Psychrobacter sp. FDAARGOS_221	252	117	0.4642857142857143
gi|37651577|ref|NP_932451.1|	202	947846644	WP_056507467	208	31.31	62	72.0	2.9999999999999997e-12	1735687	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Leaf22	hypothetical protein ST44RRORF096c	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	115987	Aeromonas phage 44RR2.8t	DUF1190 domain-containing protein	Sphingomonas sp. Leaf22	252	117	0.4642857142857143
gi|37651582|ref|NP_932456.1|	157	518466869	WP_019637076	166	31.36	53	68.6	2.0000000000000002e-11	379896	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus fonticola	hypothetical protein ST44RRORF101c	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	115987	Aeromonas phage 44RR2.8t	CYTH domain-containing protein	Paenibacillus fonticola	252	117	0.4642857142857143
gi|37651585|ref|NP_932459.1|	162	490173267	WP_004071904	150	40.52	62	118.0	4e-30	2293	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	Desulfobacter postgatei	hypothetical protein ST44RRORF104c	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	115987	Aeromonas phage 44RR2.8t	phosphatase	Desulfobacter postgatei	252	117	0.4642857142857143
gi|37651591|ref|NP_932465.1|	570	1223006717	WP_091048291	564	44.66	255	493.0	1.9999999999999995e-164	1881028	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. YR527	hypothetical protein ST44RRORF110C	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	115987	Aeromonas phage 44RR2.8t	ribonucleoside-diphosphate reductase	Nocardioides sp. YR527	252	117	0.4642857142857143
gi|37651611|ref|NP_932485.1|	84	516409769	WP_017799167	87	44.93	31	73.2	1e-14	92490	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia toletana	hypothetical protein ST44RRORF130c	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	115987	Aeromonas phage 44RR2.8t	DksA/TraR family C4-type zinc finger protein	Erwinia toletana	252	117	0.4642857142857143
gi|326536450|ref|YP_004300880.1|	120	1225256778	WP_093268215	125	71.76	61	126.0	4e-34	861298	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio xiamenensis	Vs.6 conserved hypothetical protein	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	260149	Aeromonas phage 65	autonomous glycyl radical cofactor GrcA	Vibrio xiamenensis	437	116	0.2654462242562929
gi|326536480|ref|YP_004300911.1|	91	1173594188	WP_081306999	251	42.17	35	68.9	4e-12	636	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella tarda	hypothetical protein 65p072	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	260149	Aeromonas phage 65	DUF1311 domain-containing protein	Edwardsiella tarda	437	116	0.2654462242562929
gi|326536550|ref|YP_004300981.1|	142	917488848	WP_052095265	3504	33.88	41	78.2	2e-13	285	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas testosteroni	hypothetical protein 65p144	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	260149	Aeromonas phage 65	PLxRFG domain-containing protein	Comamonas testosteroni	437	116	0.2654462242562929
gi|326536562|ref|YP_004300993.1|	163	918745777	WP_052599191	149	36.31	57	99.8	6e-23	1313421	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Aureispira	Aureispira sp. CCB-QB1	Tk.4 conserved hypothetical protein	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	260149	Aeromonas phage 65	phosphatase	Aureispira sp. CCB-QB1	437	116	0.2654462242562929
gi|326536603|ref|YP_004301034.1|	237	504530771	WP_014717873	261	55.65	133	272.0	9.999999999999998e-88	294	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	hypothetical protein 65p197	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	260149	Aeromonas phage 65	methyltransferase	Pseudomonas fluorescens	437	116	0.2654462242562929
gi|326536688|ref|YP_004301119.1|	155	517834598	WP_019004806	165	34.55	57	77.0	2e-14	380174	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella laeviribosi	hypothetical protein 65p282	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	260149	Aeromonas phage 65	CYTH domain-containing protein	Cohnella laeviribosi	437	116	0.2654462242562929
gi|326536704|ref|YP_004301135.1|	130	494129087	WP_007068859	123	40.87	47	99.4	2e-23	217511	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Fulvimarina	Fulvimarina pelagi	hypothetical protein 65p298	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	260149	Aeromonas phage 65	DUF3307 domain-containing protein	Fulvimarina pelagi	437	116	0.2654462242562929
gi|326536746|ref|YP_004301177.1|	100	1198997759	WP_087106869	91	51.25	41	93.2	5.0000000000000005e-22	1960125	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonaceae	Parendozoicomonas	Parendozoicomonas haliclonae	NrdA.1 conserved hypothetical protein	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	260149	Aeromonas phage 65	DUF4326 domain-containing protein	Endozoicomonas sp. S-B4-1U	437	116	0.2654462242562929
gi|326536842|ref|YP_004301274.1|	318	981253922	WP_059473379	259	53.67	139	286.0	4.9999999999999994e-92	1385590	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. BDU5	hypothetical protein 65p438	645	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas salmonicida	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas salmonicida	260149	Aeromonas phage 65	RNase H superfamily protein	Burkholderia sp. BDU5	437	116	0.2654462242562929
gi|38639927|ref|NP_943882.1|	162	1057686957	WP_068960368	161	33.94	56	74.7	1e-13	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales				hypothetical protein Aeh1p004	644	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas hydrophila	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas hydrophila	227470	Aeromonas phage Aeh1	MULTISPECIES: CYTH domain-containing protein	Bacteroidales	352	116	0.3295454545454545
gi|38639933|ref|NP_943888.1|	161	1074968900	WP_070079787	151	46.0	69	125.0	9.999999999999999e-33	160660	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidihalobacter	Acidihalobacter prosperus	hypothetical protein Aeh1p010	644	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas hydrophila	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas hydrophila	227470	Aeromonas phage Aeh1	dUTP diphosphatase	Acidihalobacter prosperus	352	116	0.3295454545454545
gi|38639962|ref|NP_943917.1|	125	736830344	WP_034831755	127	47.41	64	110.0	8e-28	1137799	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonaceae	Endozoicomonas	Endozoicomonas numazuensis	Vs.6 conserved hypothetical protein	644	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas hydrophila	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas hydrophila	227470	Aeromonas phage Aeh1	autonomous glycyl radical cofactor GrcA	Endozoicomonas numazuensis	352	116	0.3295454545454545
gi|38640039|ref|NP_943994.1|	150	504936542	WP_015123644	142	36.69	51	80.5	6e-16	195253	Bacteria	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 6312	hypothetical protein Aeh1p116	644	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas hydrophila	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas hydrophila	227470	Aeromonas phage Aeh1	HD domain-containing protein	Synechococcus sp. PCC 6312	352	116	0.3295454545454545
gi|38640041|ref|NP_943996.1|	309	1236154799	WP_094950143	342	33.62	118	153.0	1e-39	1702250	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. IB20	hypothetical protein Aeh1p118	644	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas hydrophila	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas hydrophila	227470	Aeromonas phage Aeh1	UV DNA damage repair endonuclease UvsE	Pseudomonas sp. IB20	352	116	0.3295454545454545
gi|38640049|ref|NP_944004.1|	481	1222879391	WP_090923027	464	42.79	190	326.0	2.9999999999999992e-102	97481	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella skyensis	hypothetical protein Aeh1p126	644	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Aeromonadales Aeromonadaceae Aeromonas Aeromonas hydrophila	Proteobacteria Gammaproteobacteria Aeromonadales	Aeromonas hydrophila	227470	Aeromonas phage Aeh1	nicotinate phosphoribosyltransferase	Pasteurella skyensis	352	116	0.3295454545454545
